Market,Property,Historical Weekly Avg Entrants,Year of Date,Date,Total Entrants
US - Rock Center,600 Fifth Avenue,1009,2020,8/28/2020,66
US - Rock Center,600 Fifth Avenue,1009,2020,8/27/2020,74
US - Rock Center,600 Fifth Avenue,1009,2020,8/26/2020,76
US - Rock Center,600 Fifth Avenue,1009,2020,8/25/2020,73
US - Rock Center,600 Fifth Avenue,1009,2020,8/24/2020,81
US - Rock Center,600 Fifth Avenue,1009,2020,8/21/2020,52
US - Rock Center,600 Fifth Avenue,1009,2020,8/20/2020,109
US - Rock Center,600 Fifth Avenue,1009,2020,8/19/2020,85
US - Rock Center,600 Fifth Avenue,1009,2020,8/18/2020,89
US - Rock Center,600 Fifth Avenue,1009,2020,8/17/2020,87
US - Rock Center,600 Fifth Avenue,1009,2020,8/14/2020,65
US - Rock Center,600 Fifth Avenue,1009,2020,8/13/2020,62
US - Rock Center,600 Fifth Avenue,1009,2020,8/12/2020,62
US - Rock Center,600 Fifth Avenue,1009,2020,8/11/2020,67
US - Rock Center,600 Fifth Avenue,1009,2020,8/10/2020,69
US - Rock Center,600 Fifth Avenue,1009,2020,8/7/2020,53
US - Rock Center,600 Fifth Avenue,1009,2020,8/6/2020,75
US - Rock Center,600 Fifth Avenue,1009,2020,8/5/2020,63
US - Rock Center,600 Fifth Avenue,1009,2020,8/4/2020,52
US - Rock Center,600 Fifth Avenue,1009,2020,8/3/2020,62
US - Rock Center,600 Fifth Avenue,1009,2020,7/31/2020,48
US - Rock Center,600 Fifth Avenue,1009,2020,7/30/2020,83
US - Rock Center,600 Fifth Avenue,1009,2020,7/29/2020,71
US - Rock Center,600 Fifth Avenue,1009,2020,7/28/2020,61
US - Rock Center,600 Fifth Avenue,1009,2020,7/27/2020,70
US - Rock Center,600 Fifth Avenue,1009,2020,7/24/2020,58
US - Rock Center,600 Fifth Avenue,1009,2020,7/23/2020,58
US - Rock Center,600 Fifth Avenue,1009,2020,7/22/2020,70
US - Rock Center,600 Fifth Avenue,1009,2020,7/21/2020,66
US - Rock Center,600 Fifth Avenue,1009,2020,7/20/2020,60
US - Rock Center,600 Fifth Avenue,1009,2020,7/17/2020,83
US - Rock Center,600 Fifth Avenue,1009,2020,7/16/2020,67
US - Rock Center,600 Fifth Avenue,1009,2020,7/15/2020,61
US - Rock Center,600 Fifth Avenue,1009,2020,7/14/2020,77
US - Rock Center,600 Fifth Avenue,1009,2020,7/13/2020,67
US - Rock Center,600 Fifth Avenue,1009,2020,7/10/2020,48
US - Rock Center,600 Fifth Avenue,1009,2020,7/9/2020,67
US - Rock Center,600 Fifth Avenue,1009,2020,7/8/2020,70
US - Rock Center,600 Fifth Avenue,1009,2020,7/7/2020,69
US - Rock Center,600 Fifth Avenue,1009,2020,7/6/2020,51
US - Rock Center,600 Fifth Avenue,1009,2020,7/3/2020,20
US - Rock Center,600 Fifth Avenue,1009,2020,7/2/2020,41
US - Rock Center,600 Fifth Avenue,1009,2020,7/1/2020,54
US - Rock Center,600 Fifth Avenue,1009,2020,6/30/2020,58
US - Rock Center,600 Fifth Avenue,1009,2020,6/29/2020,63
US - Rock Center,600 Fifth Avenue,1009,2020,6/26/2020,65
US - Rock Center,600 Fifth Avenue,1009,2020,6/25/2020,64
US - Rock Center,600 Fifth Avenue,1009,2020,6/24/2020,57
US - Rock Center,600 Fifth Avenue,1009,2020,6/23/2020,75
US - Rock Center,600 Fifth Avenue,1009,2020,6/22/2020,60
US - Rock Center,600 Fifth Avenue,1009,2020,6/19/2020,37
US - Rock Center,600 Fifth Avenue,1009,2020,6/18/2020,52
US - Rock Center,600 Fifth Avenue,1009,2020,6/17/2020,48
US - Rock Center,600 Fifth Avenue,1009,2020,6/16/2020,52
US - Rock Center,600 Fifth Avenue,1009,2020,6/15/2020,45
US - Rock Center,600 Fifth Avenue,1009,2020,6/12/2020,32
US - Rock Center,600 Fifth Avenue,1009,2020,6/11/2020,51
US - Rock Center,600 Fifth Avenue,1009,2020,6/10/2020,56
US - Rock Center,600 Fifth Avenue,1009,2020,6/9/2020,45
US - Rock Center,600 Fifth Avenue,1009,2020,6/8/2020,41
US - Rock Center,600 Fifth Avenue,1009,2020,6/5/2020,25
US - Rock Center,600 Fifth Avenue,1009,2020,6/4/2020,35
US - Rock Center,600 Fifth Avenue,1009,2020,6/3/2020,34
US - Rock Center,600 Fifth Avenue,1009,2020,6/2/2020,34
US - Rock Center,600 Fifth Avenue,1009,2020,6/1/2020,32
US - Rock Center,600 Fifth Avenue,1009,2020,5/29/2020,33
US - Rock Center,600 Fifth Avenue,1009,2020,5/28/2020,40
US - Rock Center,600 Fifth Avenue,1009,2020,5/27/2020,38
US - Rock Center,600 Fifth Avenue,1009,2020,5/26/2020,31
US - Rock Center,600 Fifth Avenue,1009,2020,5/25/2020,7
US - Rock Center,600 Fifth Avenue,1009,2020,5/22/2020,32
US - Rock Center,600 Fifth Avenue,1009,2020,5/21/2020,34
US - Rock Center,600 Fifth Avenue,1009,2020,5/20/2020,23
US - Rock Center,600 Fifth Avenue,1009,2020,5/19/2020,24
US - Rock Center,600 Fifth Avenue,1009,2020,5/18/2020,20
US - Rock Center,600 Fifth Avenue,1009,2020,5/15/2020,0
US - Rock Center,600 Fifth Avenue,1009,2020,5/14/2020,21
US - Rock Center,600 Fifth Avenue,1009,2020,5/13/2020,19
US - Rock Center,600 Fifth Avenue,1009,2020,5/12/2020,14
US - Rock Center,600 Fifth Avenue,1009,2020,5/11/2020,14
US - Rock Center,600 Fifth Avenue,1009,2020,5/8/2020,13
US - Rock Center,600 Fifth Avenue,1009,2020,5/7/2020,14
US - Rock Center,600 Fifth Avenue,1009,2020,5/6/2020,8
US - Rock Center,600 Fifth Avenue,1009,2020,5/5/2020,16
US - Rock Center,600 Fifth Avenue,1009,2020,5/4/2020,11
US - Rock Center,600 Fifth Avenue,1009,2020,5/1/2020,19
US - Rock Center,600 Fifth Avenue,1009,2020,4/30/2020,19
US - Rock Center,600 Fifth Avenue,1009,2020,4/29/2020,12
US - Rock Center,600 Fifth Avenue,1009,2020,4/28/2020,19
US - Rock Center,600 Fifth Avenue,1009,2020,4/27/2020,13
US - Rock Center,600 Fifth Avenue,1009,2020,4/24/2020,12
US - Rock Center,600 Fifth Avenue,1009,2020,4/23/2020,13
US - Rock Center,600 Fifth Avenue,1009,2020,4/22/2020,14
US - Rock Center,600 Fifth Avenue,1009,2020,4/21/2020,13
US - Rock Center,600 Fifth Avenue,1009,2020,4/20/2020,14
US - Rock Center,600 Fifth Avenue,1009,2020,4/17/2020,9
US - Rock Center,600 Fifth Avenue,1009,2020,4/16/2020,17
US - Rock Center,600 Fifth Avenue,1009,2020,4/15/2020,10
US - Rock Center,600 Fifth Avenue,1009,2020,4/14/2020,16
US - Rock Center,600 Fifth Avenue,1009,2020,4/13/2020,10
US - Rock Center,600 Fifth Avenue,1009,2020,4/10/2020,13
US - Rock Center,600 Fifth Avenue,1009,2020,4/9/2020,15
US - Rock Center,600 Fifth Avenue,1009,2020,4/8/2020,10
US - Rock Center,600 Fifth Avenue,1009,2020,4/7/2020,13
US - Rock Center,600 Fifth Avenue,1009,2020,4/6/2020,14
US - Rock Center,600 Fifth Avenue,1009,2020,4/3/2020,17
US - Rock Center,600 Fifth Avenue,1009,2020,4/2/2020,20
US - Rock Center,600 Fifth Avenue,1009,2020,4/1/2020,16
US - Rock Center,600 Fifth Avenue,1009,2020,3/31/2020,18
US - Rock Center,600 Fifth Avenue,1009,2020,3/30/2020,16
US - Rock Center,600 Fifth Avenue,1009,2020,3/27/2020,23
US - Rock Center,600 Fifth Avenue,1009,2020,3/26/2020,15
US - Rock Center,600 Fifth Avenue,1009,2020,3/25/2020,17
US - Rock Center,600 Fifth Avenue,1009,2020,3/24/2020,21
US - Rock Center,600 Fifth Avenue,1009,2020,3/23/2020,18
US - Rock Center,600 Fifth Avenue,1009,2020,3/20/2020,70
US - Rock Center,600 Fifth Avenue,1009,2020,3/19/2020,76
US - Rock Center,600 Fifth Avenue,1009,2020,3/18/2020,93
US - Rock Center,600 Fifth Avenue,1009,2020,3/17/2020,123
US - Rock Center,600 Fifth Avenue,1009,2020,3/16/2020,171
US - Rock Center,600 Fifth Avenue,1009,2021,12/31/2021,28
US - Rock Center,600 Fifth Avenue,1009,2021,12/30/2021,62
US - Rock Center,600 Fifth Avenue,1009,2021,12/29/2021,55
US - Rock Center,600 Fifth Avenue,1009,2021,12/28/2021,61
US - Rock Center,600 Fifth Avenue,1009,2021,12/27/2021,52
US - Rock Center,600 Fifth Avenue,1009,2021,12/24/2021,21
US - Rock Center,600 Fifth Avenue,1009,2021,12/23/2021,66
US - Rock Center,600 Fifth Avenue,1009,2021,12/22/2021,81
US - Rock Center,600 Fifth Avenue,1009,2021,12/21/2021,94
US - Rock Center,600 Fifth Avenue,1009,2021,12/20/2021,158
US - Rock Center,600 Fifth Avenue,1009,2021,12/17/2021,110
US - Rock Center,600 Fifth Avenue,1009,2021,12/16/2021,316
US - Rock Center,600 Fifth Avenue,1009,2021,12/15/2021,378
US - Rock Center,600 Fifth Avenue,1009,2021,12/14/2021,266
US - Rock Center,600 Fifth Avenue,1009,2021,12/13/2021,196
US - Rock Center,600 Fifth Avenue,1009,2021,12/10/2021,114
US - Rock Center,600 Fifth Avenue,1009,2021,12/9/2021,512
US - Rock Center,600 Fifth Avenue,1009,2021,12/8/2021,444
US - Rock Center,600 Fifth Avenue,1009,2021,12/7/2021,421
US - Rock Center,600 Fifth Avenue,1009,2021,12/6/2021,196
US - Rock Center,600 Fifth Avenue,1009,2021,12/3/2021,88
US - Rock Center,600 Fifth Avenue,1009,2021,12/2/2021,391
US - Rock Center,600 Fifth Avenue,1009,2021,12/1/2021,387
US - Rock Center,600 Fifth Avenue,1009,2021,11/30/2021,388
US - Rock Center,600 Fifth Avenue,1009,2021,11/29/2021,153
US - Rock Center,600 Fifth Avenue,1009,2021,11/26/2021,18
US - Rock Center,600 Fifth Avenue,1009,2021,11/25/2021,0
US - Rock Center,600 Fifth Avenue,1009,2021,11/24/2021,111
US - Rock Center,600 Fifth Avenue,1009,2021,11/23/2021,343
US - Rock Center,600 Fifth Avenue,1009,2021,11/22/2021,170
US - Rock Center,600 Fifth Avenue,1009,2021,11/19/2021,125
US - Rock Center,600 Fifth Avenue,1009,2021,11/18/2021,422
US - Rock Center,600 Fifth Avenue,1009,2021,11/17/2021,468
US - Rock Center,600 Fifth Avenue,1009,2021,11/16/2021,447
US - Rock Center,600 Fifth Avenue,1009,2021,11/15/2021,185
US - Rock Center,600 Fifth Avenue,1009,2021,11/12/2021,108
US - Rock Center,600 Fifth Avenue,1009,2021,11/11/2021,307
US - Rock Center,600 Fifth Avenue,1009,2021,11/10/2021,460
US - Rock Center,600 Fifth Avenue,1009,2021,11/9/2021,405
US - Rock Center,600 Fifth Avenue,1009,2021,11/8/2021,180
US - Rock Center,600 Fifth Avenue,1009,2021,11/5/2021,115
US - Rock Center,600 Fifth Avenue,1009,2021,11/4/2021,378
US - Rock Center,600 Fifth Avenue,1009,2021,11/3/2021,425
US - Rock Center,600 Fifth Avenue,1009,2021,11/2/2021,405
US - Rock Center,600 Fifth Avenue,1009,2021,11/1/2021,188
US - Rock Center,600 Fifth Avenue,1009,2021,10/29/2021,119
US - Rock Center,600 Fifth Avenue,1009,2021,10/28/2021,374
US - Rock Center,600 Fifth Avenue,1009,2021,10/27/2021,434
US - Rock Center,600 Fifth Avenue,1009,2021,10/26/2021,280
US - Rock Center,600 Fifth Avenue,1009,2021,10/25/2021,167
US - Rock Center,600 Fifth Avenue,1009,2021,10/22/2021,95
US - Rock Center,600 Fifth Avenue,1009,2021,10/21/2021,354
US - Rock Center,600 Fifth Avenue,1009,2021,10/20/2021,362
US - Rock Center,600 Fifth Avenue,1009,2021,10/19/2021,350
US - Rock Center,600 Fifth Avenue,1009,2021,10/18/2021,159
US - Rock Center,600 Fifth Avenue,1009,2021,10/15/2021,122
US - Rock Center,600 Fifth Avenue,1009,2021,10/14/2021,321
US - Rock Center,600 Fifth Avenue,1009,2021,10/13/2021,369
US - Rock Center,600 Fifth Avenue,1009,2021,10/12/2021,344
US - Rock Center,600 Fifth Avenue,1009,2021,10/11/2021,97
US - Rock Center,600 Fifth Avenue,1009,2021,10/8/2021,84
US - Rock Center,600 Fifth Avenue,1009,2021,10/7/2021,185
US - Rock Center,600 Fifth Avenue,1009,2021,10/6/2021,291
US - Rock Center,600 Fifth Avenue,1009,2021,10/5/2021,292
US - Rock Center,600 Fifth Avenue,1009,2021,10/4/2021,109
US - Rock Center,600 Fifth Avenue,1009,2021,10/1/2021,113
US - Rock Center,600 Fifth Avenue,1009,2021,9/30/2021,229
US - Rock Center,600 Fifth Avenue,1009,2021,9/29/2021,267
US - Rock Center,600 Fifth Avenue,1009,2021,9/28/2021,253
US - Rock Center,600 Fifth Avenue,1009,2021,9/27/2021,200
US - Rock Center,600 Fifth Avenue,1009,2021,9/24/2021,152
US - Rock Center,600 Fifth Avenue,1009,2021,9/23/2021,282
US - Rock Center,600 Fifth Avenue,1009,2021,9/22/2021,324
US - Rock Center,600 Fifth Avenue,1009,2021,9/21/2021,284
US - Rock Center,600 Fifth Avenue,1009,2021,9/20/2021,195
US - Rock Center,600 Fifth Avenue,1009,2021,9/17/2021,121
US - Rock Center,600 Fifth Avenue,1009,2021,9/16/2021,248
US - Rock Center,600 Fifth Avenue,1009,2021,9/15/2021,308
US - Rock Center,600 Fifth Avenue,1009,2021,9/14/2021,289
US - Rock Center,600 Fifth Avenue,1009,2021,9/13/2021,201
US - Rock Center,600 Fifth Avenue,1009,2021,9/10/2021,133
US - Rock Center,600 Fifth Avenue,1009,2021,9/9/2021,227
US - Rock Center,600 Fifth Avenue,1009,2021,9/8/2021,234
US - Rock Center,600 Fifth Avenue,1009,2021,9/7/2021,211
US - Rock Center,600 Fifth Avenue,1009,2021,9/6/2021,0
US - Rock Center,600 Fifth Avenue,1009,2021,9/3/2021,86
US - Rock Center,600 Fifth Avenue,1009,2021,9/2/2021,124
US - Rock Center,600 Fifth Avenue,1009,2021,9/1/2021,184
US - Rock Center,600 Fifth Avenue,1009,2021,8/31/2021,208
US - Rock Center,600 Fifth Avenue,1009,2021,8/30/2021,152
US - Rock Center,600 Fifth Avenue,1009,2021,8/27/2021,116
US - Rock Center,600 Fifth Avenue,1009,2021,8/26/2021,187
US - Rock Center,600 Fifth Avenue,1009,2021,8/25/2021,215
US - Rock Center,600 Fifth Avenue,1009,2021,8/24/2021,239
US - Rock Center,600 Fifth Avenue,1009,2021,8/23/2021,136
US - Rock Center,600 Fifth Avenue,1009,2021,8/20/2021,121
US - Rock Center,600 Fifth Avenue,1009,2021,8/19/2021,194
US - Rock Center,600 Fifth Avenue,1009,2021,8/18/2021,233
US - Rock Center,600 Fifth Avenue,1009,2021,8/17/2021,198
US - Rock Center,600 Fifth Avenue,1009,2021,8/16/2021,165
US - Rock Center,600 Fifth Avenue,1009,2021,8/13/2021,122
US - Rock Center,600 Fifth Avenue,1009,2021,8/12/2021,192
US - Rock Center,600 Fifth Avenue,1009,2021,8/11/2021,204
US - Rock Center,600 Fifth Avenue,1009,2021,8/10/2021,190
US - Rock Center,600 Fifth Avenue,1009,2021,8/9/2021,153
US - Rock Center,600 Fifth Avenue,1009,2021,8/6/2021,103
US - Rock Center,600 Fifth Avenue,1009,2021,8/5/2021,143
US - Rock Center,600 Fifth Avenue,1009,2021,8/4/2021,242
US - Rock Center,600 Fifth Avenue,1009,2021,8/3/2021,198
US - Rock Center,600 Fifth Avenue,1009,2021,8/2/2021,167
US - Rock Center,600 Fifth Avenue,1009,2021,7/30/2021,76
US - Rock Center,600 Fifth Avenue,1009,2021,7/29/2021,190
US - Rock Center,600 Fifth Avenue,1009,2021,7/28/2021,271
US - Rock Center,600 Fifth Avenue,1009,2021,7/27/2021,213
US - Rock Center,600 Fifth Avenue,1009,2021,7/26/2021,158
US - Rock Center,600 Fifth Avenue,1009,2021,7/23/2021,517
US - Rock Center,600 Fifth Avenue,1009,2021,7/22/2021,195
US - Rock Center,600 Fifth Avenue,1009,2021,7/21/2021,301
US - Rock Center,600 Fifth Avenue,1009,2021,7/20/2021,216
US - Rock Center,600 Fifth Avenue,1009,2021,7/19/2021,172
US - Rock Center,600 Fifth Avenue,1009,2021,7/16/2021,107
US - Rock Center,600 Fifth Avenue,1009,2021,7/15/2021,213
US - Rock Center,600 Fifth Avenue,1009,2021,7/14/2021,171
US - Rock Center,600 Fifth Avenue,1009,2021,7/13/2021,156
US - Rock Center,600 Fifth Avenue,1009,2021,7/12/2021,100
US - Rock Center,600 Fifth Avenue,1009,2021,7/9/2021,107
US - Rock Center,600 Fifth Avenue,1009,2021,7/8/2021,187
US - Rock Center,600 Fifth Avenue,1009,2021,7/7/2021,224
US - Rock Center,600 Fifth Avenue,1009,2021,7/6/2021,149
US - Rock Center,600 Fifth Avenue,1009,2021,7/5/2021,0
US - Rock Center,600 Fifth Avenue,1009,2021,7/2/2021,103
US - Rock Center,600 Fifth Avenue,1009,2021,7/1/2021,175
US - Rock Center,600 Fifth Avenue,1009,2021,6/30/2021,190
US - Rock Center,600 Fifth Avenue,1009,2021,6/29/2021,197
US - Rock Center,600 Fifth Avenue,1009,2021,6/28/2021,148
US - Rock Center,600 Fifth Avenue,1009,2021,6/25/2021,126
US - Rock Center,600 Fifth Avenue,1009,2021,6/24/2021,224
US - Rock Center,600 Fifth Avenue,1009,2021,6/23/2021,218
US - Rock Center,600 Fifth Avenue,1009,2021,6/22/2021,226
US - Rock Center,600 Fifth Avenue,1009,2021,6/21/2021,151
US - Rock Center,600 Fifth Avenue,1009,2021,6/18/2021,101
US - Rock Center,600 Fifth Avenue,1009,2021,6/17/2021,223
US - Rock Center,600 Fifth Avenue,1009,2021,6/16/2021,255
US - Rock Center,600 Fifth Avenue,1009,2021,6/15/2021,240
US - Rock Center,600 Fifth Avenue,1009,2021,6/14/2021,175
US - Rock Center,600 Fifth Avenue,1009,2021,6/11/2021,144
US - Rock Center,600 Fifth Avenue,1009,2021,6/10/2021,215
US - Rock Center,600 Fifth Avenue,1009,2021,6/9/2021,221
US - Rock Center,600 Fifth Avenue,1009,2021,6/8/2021,205
US - Rock Center,600 Fifth Avenue,1009,2021,6/7/2021,160
US - Rock Center,600 Fifth Avenue,1009,2021,6/4/2021,131
US - Rock Center,600 Fifth Avenue,1009,2021,6/3/2021,199
US - Rock Center,600 Fifth Avenue,1009,2021,6/2/2021,197
US - Rock Center,600 Fifth Avenue,1009,2021,6/1/2021,175
US - Rock Center,600 Fifth Avenue,1009,2021,5/31/2021,0
US - Rock Center,600 Fifth Avenue,1009,2021,5/28/2021,94
US - Rock Center,600 Fifth Avenue,1009,2021,5/27/2021,202
US - Rock Center,600 Fifth Avenue,1009,2021,5/26/2021,198
US - Rock Center,600 Fifth Avenue,1009,2021,5/25/2021,175
US - Rock Center,600 Fifth Avenue,1009,2021,5/24/2021,160
US - Rock Center,600 Fifth Avenue,1009,2021,5/21/2021,134
US - Rock Center,600 Fifth Avenue,1009,2021,5/20/2021,205
US - Rock Center,600 Fifth Avenue,1009,2021,5/19/2021,191
US - Rock Center,600 Fifth Avenue,1009,2021,5/18/2021,181
US - Rock Center,600 Fifth Avenue,1009,2021,5/17/2021,130
US - Rock Center,600 Fifth Avenue,1009,2021,5/14/2021,123
US - Rock Center,600 Fifth Avenue,1009,2021,5/13/2021,182
US - Rock Center,600 Fifth Avenue,1009,2021,5/12/2021,192
US - Rock Center,600 Fifth Avenue,1009,2021,5/11/2021,167
US - Rock Center,600 Fifth Avenue,1009,2021,5/10/2021,142
US - Rock Center,600 Fifth Avenue,1009,2021,5/7/2021,115
US - Rock Center,600 Fifth Avenue,1009,2021,5/6/2021,170
US - Rock Center,600 Fifth Avenue,1009,2021,5/5/2021,178
US - Rock Center,600 Fifth Avenue,1009,2021,5/4/2021,173
US - Rock Center,600 Fifth Avenue,1009,2021,5/3/2021,137
US - Rock Center,600 Fifth Avenue,1009,2021,4/30/2021,142
US - Rock Center,600 Fifth Avenue,1009,2021,4/29/2021,158
US - Rock Center,600 Fifth Avenue,1009,2021,4/28/2021,157
US - Rock Center,600 Fifth Avenue,1009,2021,4/27/2021,163
US - Rock Center,600 Fifth Avenue,1009,2021,4/26/2021,136
US - Rock Center,600 Fifth Avenue,1009,2021,4/23/2021,111
US - Rock Center,600 Fifth Avenue,1009,2021,4/22/2021,107
US - Rock Center,600 Fifth Avenue,1009,2021,4/21/2021,120
US - Rock Center,600 Fifth Avenue,1009,2021,4/20/2021,116
US - Rock Center,600 Fifth Avenue,1009,2021,4/19/2021,81
US - Rock Center,600 Fifth Avenue,1009,2021,4/16/2021,69
US - Rock Center,600 Fifth Avenue,1009,2021,4/15/2021,88
US - Rock Center,600 Fifth Avenue,1009,2021,4/14/2021,112
US - Rock Center,600 Fifth Avenue,1009,2021,4/13/2021,114
US - Rock Center,600 Fifth Avenue,1009,2021,4/12/2021,79
US - Rock Center,600 Fifth Avenue,1009,2021,4/9/2021,72
US - Rock Center,600 Fifth Avenue,1009,2021,4/8/2021,99
US - Rock Center,600 Fifth Avenue,1009,2021,4/7/2021,115
US - Rock Center,600 Fifth Avenue,1009,2021,4/6/2021,105
US - Rock Center,600 Fifth Avenue,1009,2021,4/5/2021,80
US - Rock Center,600 Fifth Avenue,1009,2021,4/2/2021,51
US - Rock Center,600 Fifth Avenue,1009,2021,4/1/2021,93
US - Rock Center,600 Fifth Avenue,1009,2021,3/31/2021,94
US - Rock Center,600 Fifth Avenue,1009,2021,3/30/2021,89
US - Rock Center,600 Fifth Avenue,1009,2021,3/29/2021,67
US - Rock Center,600 Fifth Avenue,1009,2021,3/26/2021,66
US - Rock Center,600 Fifth Avenue,1009,2021,3/25/2021,93
US - Rock Center,600 Fifth Avenue,1009,2021,3/24/2021,102
US - Rock Center,600 Fifth Avenue,1009,2021,3/23/2021,95
US - Rock Center,600 Fifth Avenue,1009,2021,3/22/2021,79
US - Rock Center,600 Fifth Avenue,1009,2021,3/19/2021,69
US - Rock Center,600 Fifth Avenue,1009,2021,3/18/2021,78
US - Rock Center,600 Fifth Avenue,1009,2021,3/17/2021,101
US - Rock Center,600 Fifth Avenue,1009,2021,3/16/2021,90
US - Rock Center,600 Fifth Avenue,1009,2021,3/15/2021,80
US - Rock Center,600 Fifth Avenue,1009,2021,3/12/2021,69
US - Rock Center,600 Fifth Avenue,1009,2021,3/11/2021,108
US - Rock Center,600 Fifth Avenue,1009,2021,3/10/2021,110
US - Rock Center,600 Fifth Avenue,1009,2021,3/9/2021,102
US - Rock Center,600 Fifth Avenue,1009,2021,3/8/2021,106
US - Rock Center,600 Fifth Avenue,1009,2021,3/5/2021,71
US - Rock Center,600 Fifth Avenue,1009,2021,3/4/2021,111
US - Rock Center,600 Fifth Avenue,1009,2021,3/3/2021,112
US - Rock Center,600 Fifth Avenue,1009,2021,3/2/2021,107
US - Rock Center,600 Fifth Avenue,1009,2021,3/1/2021,89
US - Rock Center,600 Fifth Avenue,1009,2021,2/26/2021,82
US - Rock Center,600 Fifth Avenue,1009,2021,2/25/2021,93
US - Rock Center,600 Fifth Avenue,1009,2021,2/24/2021,120
US - Rock Center,600 Fifth Avenue,1009,2021,2/23/2021,99
US - Rock Center,600 Fifth Avenue,1009,2021,2/22/2021,81
US - Rock Center,600 Fifth Avenue,1009,2021,2/19/2021,60
US - Rock Center,600 Fifth Avenue,1009,2021,2/18/2021,55
US - Rock Center,600 Fifth Avenue,1009,2021,2/17/2021,105
US - Rock Center,600 Fifth Avenue,1009,2021,2/16/2021,107
US - Rock Center,600 Fifth Avenue,1009,2021,2/15/2021,26
US - Rock Center,600 Fifth Avenue,1009,2021,2/12/2021,82
US - Rock Center,600 Fifth Avenue,1009,2021,2/11/2021,88
US - Rock Center,600 Fifth Avenue,1009,2021,2/10/2021,100
US - Rock Center,600 Fifth Avenue,1009,2021,2/9/2021,82
US - Rock Center,600 Fifth Avenue,1009,2021,2/8/2021,77
US - Rock Center,600 Fifth Avenue,1009,2021,2/5/2021,61
US - Rock Center,600 Fifth Avenue,1009,2021,2/4/2021,98
US - Rock Center,600 Fifth Avenue,1009,2021,2/3/2021,93
US - Rock Center,600 Fifth Avenue,1009,2021,2/2/2021,21
US - Rock Center,600 Fifth Avenue,1009,2021,2/1/2021,23
US - Rock Center,600 Fifth Avenue,1009,2021,1/29/2021,70
US - Rock Center,600 Fifth Avenue,1009,2021,1/28/2021,102
US - Rock Center,600 Fifth Avenue,1009,2021,1/27/2021,97
US - Rock Center,600 Fifth Avenue,1009,2021,1/26/2021,90
US - Rock Center,600 Fifth Avenue,1009,2021,1/25/2021,83
US - Rock Center,600 Fifth Avenue,1009,2021,1/22/2021,68
US - Rock Center,600 Fifth Avenue,1009,2021,1/21/2021,93
US - Rock Center,600 Fifth Avenue,1009,2021,1/20/2021,85
US - Rock Center,600 Fifth Avenue,1009,2021,1/19/2021,95
US - Rock Center,600 Fifth Avenue,1009,2021,1/18/2021,25
US - Rock Center,600 Fifth Avenue,1009,2021,1/15/2021,69
US - Rock Center,600 Fifth Avenue,1009,2021,1/14/2021,90
US - Rock Center,600 Fifth Avenue,1009,2021,1/13/2021,91
US - Rock Center,600 Fifth Avenue,1009,2021,1/12/2021,80
US - Rock Center,600 Fifth Avenue,1009,2021,1/11/2021,75
US - Rock Center,600 Fifth Avenue,1009,2021,1/8/2021,67
US - Rock Center,600 Fifth Avenue,1009,2021,1/7/2021,78
US - Rock Center,600 Fifth Avenue,1009,2021,1/6/2021,82
US - Rock Center,600 Fifth Avenue,1009,2021,1/5/2021,80
US - Rock Center,600 Fifth Avenue,1009,2021,1/4/2021,67
US - Rock Center,600 Fifth Avenue,1009,2021,1/1/2021,0
US - Rock Center,600 Fifth Avenue,1009,2022,8/18/2022,416
US - Rock Center,600 Fifth Avenue,1009,2022,8/17/2022,479
US - Rock Center,600 Fifth Avenue,1009,2022,8/16/2022,483
US - Rock Center,600 Fifth Avenue,1009,2022,8/15/2022,214
US - Rock Center,600 Fifth Avenue,1009,2022,8/12/2022,120
US - Rock Center,600 Fifth Avenue,1009,2022,8/11/2022,426
US - Rock Center,600 Fifth Avenue,1009,2022,8/10/2022,453
US - Rock Center,600 Fifth Avenue,1009,2022,8/9/2022,483
US - Rock Center,600 Fifth Avenue,1009,2022,8/8/2022,202
US - Rock Center,600 Fifth Avenue,1009,2022,8/5/2022,110
US - Rock Center,600 Fifth Avenue,1009,2022,8/4/2022,448
US - Rock Center,600 Fifth Avenue,1009,2022,8/3/2022,489
US - Rock Center,600 Fifth Avenue,1009,2022,8/2/2022,494
US - Rock Center,600 Fifth Avenue,1009,2022,8/1/2022,209
US - Rock Center,600 Fifth Avenue,1009,2022,7/29/2022,146
US - Rock Center,600 Fifth Avenue,1009,2022,7/28/2022,402
US - Rock Center,600 Fifth Avenue,1009,2022,7/27/2022,457
US - Rock Center,600 Fifth Avenue,1009,2022,7/26/2022,461
US - Rock Center,600 Fifth Avenue,1009,2022,7/25/2022,250
US - Rock Center,600 Fifth Avenue,1009,2022,7/22/2022,112
US - Rock Center,600 Fifth Avenue,1009,2022,7/21/2022,361
US - Rock Center,600 Fifth Avenue,1009,2022,7/20/2022,435
US - Rock Center,600 Fifth Avenue,1009,2022,7/19/2022,426
US - Rock Center,600 Fifth Avenue,1009,2022,7/18/2022,222
US - Rock Center,600 Fifth Avenue,1009,2022,7/15/2022,141
US - Rock Center,600 Fifth Avenue,1009,2022,7/14/2022,361
US - Rock Center,600 Fifth Avenue,1009,2022,7/13/2022,407
US - Rock Center,600 Fifth Avenue,1009,2022,7/12/2022,444
US - Rock Center,600 Fifth Avenue,1009,2022,7/11/2022,251
