Market,Property,Historical Weekly Avg Entrants,Year of Date,Date,Total Entrants
US - Rock Center,10 Rockefeller Plaza,-,2021,2/25/2021,62
US - Rock Center,10 Rockefeller Plaza,-,2021,2/24/2021,67
US - Rock Center,10 Rockefeller Plaza,-,2021,2/23/2021,70
US - Rock Center,10 Rockefeller Plaza,-,2021,2/22/2021,53
US - Rock Center,10 Rockefeller Plaza,-,2021,2/19/2021,36
US - Rock Center,10 Rockefeller Plaza,-,2021,2/18/2021,40
US - Rock Center,10 Rockefeller Plaza,-,2021,2/17/2021,66
US - Rock Center,10 Rockefeller Plaza,-,2021,2/16/2021,64
US - Rock Center,10 Rockefeller Plaza,-,2021,2/15/2021,11
US - Rock Center,10 Rockefeller Plaza,-,2021,2/12/2021,39
US - Rock Center,10 Rockefeller Plaza,-,2021,2/11/2021,69
US - Rock Center,10 Rockefeller Plaza,-,2021,2/10/2021,56
US - Rock Center,10 Rockefeller Plaza,-,2021,2/9/2021,55
US - Rock Center,10 Rockefeller Plaza,-,2021,2/8/2021,51
US - Rock Center,10 Rockefeller Plaza,-,2021,2/5/2021,54
US - Rock Center,10 Rockefeller Plaza,-,2021,2/4/2021,64
US - Rock Center,10 Rockefeller Plaza,-,2021,2/3/2021,70
US - Rock Center,10 Rockefeller Plaza,-,2021,2/2/2021,29
US - Rock Center,10 Rockefeller Plaza,-,2021,2/1/2021,8
US - Rock Center,10 Rockefeller Plaza,-,2021,1/29/2021,53
US - Rock Center,10 Rockefeller Plaza,-,2021,1/28/2021,62
US - Rock Center,10 Rockefeller Plaza,-,2021,1/27/2021,13
US - Rock Center,10 Rockefeller Plaza,-,2021,1/26/2021,18
US - Rock Center,10 Rockefeller Plaza,-,2021,1/25/2021,21
US - Rock Center,10 Rockefeller Plaza,-,2021,1/22/2021,25
US - Rock Center,10 Rockefeller Plaza,-,2021,1/21/2021,27
US - Rock Center,10 Rockefeller Plaza,-,2021,1/20/2021,43
US - Rock Center,10 Rockefeller Plaza,-,2021,1/19/2021,9
US - Rock Center,10 Rockefeller Plaza,-,2021,1/18/2021,8
US - Rock Center,10 Rockefeller Plaza,-,2021,1/15/2021,18
US - Rock Center,10 Rockefeller Plaza,-,2021,1/14/2021,10
US - Rock Center,10 Rockefeller Plaza,-,2021,1/13/2021,27
US - Rock Center,10 Rockefeller Plaza,-,2021,1/12/2021,20
US - Rock Center,10 Rockefeller Plaza,-,2021,1/11/2021,16
US - Rock Center,10 Rockefeller Plaza,-,2021,1/8/2021,20
US - Rock Center,10 Rockefeller Plaza,-,2021,1/7/2021,32
US - Rock Center,10 Rockefeller Plaza,-,2021,1/6/2021,33
US - Rock Center,10 Rockefeller Plaza,-,2021,1/5/2021,33
US - Rock Center,10 Rockefeller Plaza,-,2021,1/4/2021,32
US - Rock Center,10 Rockefeller Plaza,-,2021,1/1/2021,0
US - Rock Center,10 Rockefeller Plaza,-,2022,8/18/2022,121
US - Rock Center,10 Rockefeller Plaza,-,2022,8/17/2022,128
US - Rock Center,10 Rockefeller Plaza,-,2022,8/16/2022,133
US - Rock Center,10 Rockefeller Plaza,-,2022,8/15/2022,151
US - Rock Center,10 Rockefeller Plaza,-,2022,8/12/2022,72
US - Rock Center,10 Rockefeller Plaza,-,2022,8/11/2022,146
US - Rock Center,10 Rockefeller Plaza,-,2022,8/10/2022,191
US - Rock Center,10 Rockefeller Plaza,-,2022,8/9/2022,205
US - Rock Center,10 Rockefeller Plaza,-,2022,8/8/2022,140
US - Rock Center,10 Rockefeller Plaza,-,2022,8/5/2022,68
US - Rock Center,10 Rockefeller Plaza,-,2022,8/4/2022,179
US - Rock Center,10 Rockefeller Plaza,-,2022,8/3/2022,163
US - Rock Center,10 Rockefeller Plaza,-,2022,8/2/2022,184
US - Rock Center,10 Rockefeller Plaza,-,2022,8/1/2022,127
US - Rock Center,10 Rockefeller Plaza,-,2022,7/29/2022,71
US - Rock Center,10 Rockefeller Plaza,-,2022,7/28/2022,136
US - Rock Center,10 Rockefeller Plaza,-,2022,7/27/2022,188
US - Rock Center,10 Rockefeller Plaza,-,2022,7/26/2022,234
US - Rock Center,10 Rockefeller Plaza,-,2022,7/25/2022,164
US - Rock Center,10 Rockefeller Plaza,-,2022,7/22/2022,67
US - Rock Center,10 Rockefeller Plaza,-,2022,7/21/2022,157
US - Rock Center,10 Rockefeller Plaza,-,2022,7/20/2022,156
US - Rock Center,10 Rockefeller Plaza,-,2022,7/19/2022,158
US - Rock Center,10 Rockefeller Plaza,-,2022,7/18/2022,159
US - Rock Center,10 Rockefeller Plaza,-,2022,7/15/2022,80
US - Rock Center,10 Rockefeller Plaza,-,2022,7/14/2022,134
US - Rock Center,10 Rockefeller Plaza,-,2022,7/13/2022,177
US - Rock Center,10 Rockefeller Plaza,-,2022,7/12/2022,165
US - Rock Center,10 Rockefeller Plaza,-,2022,7/11/2022,144
US - Rock Center,10 Rockefeller Plaza,-,2022,7/8/2022,63
US - Rock Center,10 Rockefeller Plaza,-,2022,7/7/2022,140
US - Rock Center,10 Rockefeller Plaza,-,2022,7/6/2022,179
US - Rock Center,10 Rockefeller Plaza,-,2022,7/5/2022,139
US - Rock Center,10 Rockefeller Plaza,-,2022,7/4/2022,0
US - Rock Center,10 Rockefeller Plaza,-,2022,7/1/2022,52
US - Rock Center,10 Rockefeller Plaza,-,2022,6/30/2022,148
US - Rock Center,10 Rockefeller Plaza,-,2022,6/29/2022,198
US - Rock Center,10 Rockefeller Plaza,-,2022,6/28/2022,168
US - Rock Center,10 Rockefeller Plaza,-,2022,6/27/2022,144
US - Rock Center,10 Rockefeller Plaza,-,2022,6/24/2022,99
US - Rock Center,10 Rockefeller Plaza,-,2022,6/23/2022,197
US - Rock Center,10 Rockefeller Plaza,-,2022,6/22/2022,195
US - Rock Center,10 Rockefeller Plaza,-,2022,6/21/2022,214
US - Rock Center,10 Rockefeller Plaza,-,2022,6/20/2022,116
US - Rock Center,10 Rockefeller Plaza,-,2022,6/17/2022,78
US - Rock Center,10 Rockefeller Plaza,-,2022,6/16/2022,206
US - Rock Center,10 Rockefeller Plaza,-,2022,6/15/2022,220
US - Rock Center,10 Rockefeller Plaza,-,2022,6/14/2022,232
US - Rock Center,10 Rockefeller Plaza,-,2022,6/13/2022,176
US - Rock Center,10 Rockefeller Plaza,-,2022,6/10/2022,117
US - Rock Center,10 Rockefeller Plaza,-,2022,6/9/2022,204
US - Rock Center,10 Rockefeller Plaza,-,2022,6/8/2022,223
US - Rock Center,10 Rockefeller Plaza,-,2022,6/3/2022,134
US - Rock Center,10 Rockefeller Plaza,-,2022,6/2/2022,193
US - Rock Center,10 Rockefeller Plaza,-,2022,6/1/2022,197
US - Rock Center,10 Rockefeller Plaza,-,2022,5/31/2022,221
US - Rock Center,10 Rockefeller Plaza,-,2022,5/30/2022,0
US - Rock Center,10 Rockefeller Plaza,-,2022,5/27/2022,67
US - Rock Center,10 Rockefeller Plaza,-,2022,5/26/2022,170
US - Rock Center,10 Rockefeller Plaza,-,2022,5/25/2022,192
US - Rock Center,10 Rockefeller Plaza,-,2022,5/24/2022,212
US - Rock Center,10 Rockefeller Plaza,-,2022,5/23/2022,184
US - Rock Center,10 Rockefeller Plaza,-,2022,5/20/2022,114
US - Rock Center,10 Rockefeller Plaza,-,2022,5/19/2022,184
US - Rock Center,10 Rockefeller Plaza,-,2022,5/18/2022,201
US - Rock Center,10 Rockefeller Plaza,-,2022,5/17/2022,231
US - Rock Center,10 Rockefeller Plaza,-,2022,5/16/2022,169
US - Rock Center,10 Rockefeller Plaza,-,2022,5/13/2022,131
US - Rock Center,10 Rockefeller Plaza,-,2022,5/12/2022,117
US - Rock Center,10 Rockefeller Plaza,-,2022,5/11/2022,201
US - Rock Center,10 Rockefeller Plaza,-,2022,5/10/2022,223
US - Rock Center,10 Rockefeller Plaza,-,2022,5/9/2022,187
US - Rock Center,10 Rockefeller Plaza,-,2022,5/6/2022,125
US - Rock Center,10 Rockefeller Plaza,-,2022,5/5/2022,212
US - Rock Center,10 Rockefeller Plaza,-,2022,5/4/2022,214
US - Rock Center,10 Rockefeller Plaza,-,2022,5/3/2022,121
US - Rock Center,10 Rockefeller Plaza,-,2022,5/2/2022,161
US - Rock Center,10 Rockefeller Plaza,-,2022,4/29/2022,138
US - Rock Center,10 Rockefeller Plaza,-,2022,4/28/2022,190
US - Rock Center,10 Rockefeller Plaza,-,2022,4/27/2022,208
US - Rock Center,10 Rockefeller Plaza,-,2022,4/26/2022,232
US - Rock Center,10 Rockefeller Plaza,-,2022,4/25/2022,152
US - Rock Center,10 Rockefeller Plaza,-,2022,4/22/2022,105
US - Rock Center,10 Rockefeller Plaza,-,2022,4/21/2022,161
US - Rock Center,10 Rockefeller Plaza,-,2022,4/20/2022,192
US - Rock Center,10 Rockefeller Plaza,-,2022,4/19/2022,188
US - Rock Center,10 Rockefeller Plaza,-,2022,4/18/2022,123
US - Rock Center,10 Rockefeller Plaza,-,2022,4/15/2022,88
US - Rock Center,10 Rockefeller Plaza,-,2022,4/13/2022,189
US - Rock Center,10 Rockefeller Plaza,-,2022,4/12/2022,180
US - Rock Center,10 Rockefeller Plaza,-,2022,4/11/2022,160
US - Rock Center,10 Rockefeller Plaza,-,2022,4/8/2022,109
US - Rock Center,10 Rockefeller Plaza,-,2022,4/7/2022,190
US - Rock Center,10 Rockefeller Plaza,-,2022,4/6/2022,191
US - Rock Center,10 Rockefeller Plaza,-,2022,4/5/2022,230
US - Rock Center,10 Rockefeller Plaza,-,2022,4/4/2022,156
US - Rock Center,10 Rockefeller Plaza,-,2022,4/1/2022,192
US - Rock Center,10 Rockefeller Plaza,-,2022,3/31/2022,158
US - Rock Center,10 Rockefeller Plaza,-,2022,3/30/2022,199
US - Rock Center,10 Rockefeller Plaza,-,2022,3/29/2022,178
US - Rock Center,10 Rockefeller Plaza,-,2022,3/28/2022,106
US - Rock Center,10 Rockefeller Plaza,-,2022,3/25/2022,123
US - Rock Center,10 Rockefeller Plaza,-,2022,3/24/2022,193
US - Rock Center,10 Rockefeller Plaza,-,2022,3/23/2022,207
US - Rock Center,10 Rockefeller Plaza,-,2022,3/22/2022,192
US - Rock Center,10 Rockefeller Plaza,-,2022,3/21/2022,93
US - Rock Center,10 Rockefeller Plaza,-,2022,3/18/2022,73
US - Rock Center,10 Rockefeller Plaza,-,2022,3/17/2022,76
US - Rock Center,10 Rockefeller Plaza,-,2022,3/16/2022,144
US - Rock Center,10 Rockefeller Plaza,-,2022,3/15/2022,205
US - Rock Center,10 Rockefeller Plaza,-,2022,3/14/2022,147
US - Rock Center,10 Rockefeller Plaza,-,2022,3/11/2022,117
US - Rock Center,10 Rockefeller Plaza,-,2022,3/10/2022,178
US - Rock Center,10 Rockefeller Plaza,-,2022,3/9/2022,176
US - Rock Center,10 Rockefeller Plaza,-,2022,3/8/2022,184
US - Rock Center,10 Rockefeller Plaza,-,2022,3/7/2022,152
US - Rock Center,10 Rockefeller Plaza,-,2022,3/4/2022,116
US - Rock Center,10 Rockefeller Plaza,-,2022,3/3/2022,182
US - Rock Center,10 Rockefeller Plaza,-,2022,3/2/2022,87
US - Rock Center,10 Rockefeller Plaza,-,2022,3/1/2022,112
US - Rock Center,10 Rockefeller Plaza,-,2022,2/28/2022,4
US - Rock Center,10 Rockefeller Plaza,-,2022,2/25/2022,102
US - Rock Center,10 Rockefeller Plaza,-,2022,2/24/2022,170
US - Rock Center,10 Rockefeller Plaza,-,2022,2/23/2022,188
US - Rock Center,10 Rockefeller Plaza,-,2022,2/22/2022,151
US - Rock Center,10 Rockefeller Plaza,-,2022,2/21/2022,18
US - Rock Center,10 Rockefeller Plaza,-,2022,2/18/2022,79
US - Rock Center,10 Rockefeller Plaza,-,2022,2/17/2022,162
US - Rock Center,10 Rockefeller Plaza,-,2022,2/16/2022,184
US - Rock Center,10 Rockefeller Plaza,-,2022,2/15/2022,192
US - Rock Center,10 Rockefeller Plaza,-,2022,2/14/2022,121
US - Rock Center,10 Rockefeller Plaza,-,2022,2/11/2022,90
US - Rock Center,10 Rockefeller Plaza,-,2022,2/10/2022,162
US - Rock Center,10 Rockefeller Plaza,-,2022,2/9/2022,214
US - Rock Center,10 Rockefeller Plaza,-,2022,2/8/2022,183
US - Rock Center,10 Rockefeller Plaza,-,2022,2/7/2022,129
US - Rock Center,10 Rockefeller Plaza,-,2022,2/4/2022,105
US - Rock Center,10 Rockefeller Plaza,-,2022,2/3/2022,147
US - Rock Center,10 Rockefeller Plaza,-,2022,2/2/2022,130
US - Rock Center,10 Rockefeller Plaza,-,2022,2/1/2022,117
US - Rock Center,10 Rockefeller Plaza,-,2022,1/31/2022,90
US - Rock Center,10 Rockefeller Plaza,-,2022,1/28/2022,80
US - Rock Center,10 Rockefeller Plaza,-,2022,1/27/2022,126
US - Rock Center,10 Rockefeller Plaza,-,2022,1/26/2022,118
US - Rock Center,10 Rockefeller Plaza,-,2022,1/25/2022,131
US - Rock Center,10 Rockefeller Plaza,-,2022,1/24/2022,128
US - Rock Center,10 Rockefeller Plaza,-,2022,1/21/2022,102
US - Rock Center,10 Rockefeller Plaza,-,2022,1/20/2022,129
US - Rock Center,10 Rockefeller Plaza,-,2022,1/19/2022,98
US - Rock Center,10 Rockefeller Plaza,-,2022,1/18/2022,118
US - Rock Center,10 Rockefeller Plaza,-,2022,1/17/2022,35
US - Rock Center,10 Rockefeller Plaza,-,2022,1/14/2022,56
US - Rock Center,10 Rockefeller Plaza,-,2022,1/13/2022,86
US - Rock Center,10 Rockefeller Plaza,-,2022,1/12/2022,72
US - Rock Center,10 Rockefeller Plaza,-,2022,1/11/2022,84
US - Rock Center,10 Rockefeller Plaza,-,2022,1/10/2022,80
US - Rock Center,10 Rockefeller Plaza,-,2022,1/7/2022,45
US - Rock Center,10 Rockefeller Plaza,-,2022,1/6/2022,71
US - Rock Center,10 Rockefeller Plaza,-,2022,1/5/2022,62
US - Rock Center,10 Rockefeller Plaza,-,2022,1/4/2022,58
US - Rock Center,10 Rockefeller Plaza,-,2022,1/3/2022,50
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/31/2020,459
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/30/2020,474
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/29/2020,466
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/28/2020,467
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/25/2020,0
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/24/2020,454
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/23/2020,488
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/22/2020,505
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/21/2020,508
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/18/2020,983
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/17/2020,949
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/16/2020,985
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/15/2020,1026
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/14/2020,1004
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/11/2020,1044
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/10/2020,1050
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/9/2020,1074
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/8/2020,1054
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/7/2020,1052
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/4/2020,1036
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/3/2020,1037
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/2/2020,1035
US - Rock Center,30 Rockefeller Plaza,6026,2020,12/1/2020,1051
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/30/2020,1018
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/27/2020,17
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/26/2020,0
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/25/2020,44
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/24/2020,88
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/23/2020,87
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/20/2020,95
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/19/2020,112
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/18/2020,122
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/17/2020,114
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/16/2020,105
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/13/2020,91
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/12/2020,120
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/11/2020,129
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/10/2020,123
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/9/2020,116
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/6/2020,98
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/5/2020,117
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/4/2020,92
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/3/2020,77
US - Rock Center,30 Rockefeller Plaza,6026,2020,11/2/2020,118
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/30/2020,80
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/29/2020,124
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/28/2020,138
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/27/2020,146
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/26/2020,113
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/23/2020,93
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/22/2020,140
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/21/2020,156
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/20/2020,122
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/19/2020,121
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/16/2020,85
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/15/2020,133
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/14/2020,120
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/13/2020,130
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/12/2020,88
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/9/2020,94
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/8/2020,132
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/7/2020,131
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/6/2020,134
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/5/2020,114
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/2/2020,86
US - Rock Center,30 Rockefeller Plaza,6026,2020,10/1/2020,123
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/30/2020,121
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/29/2020,127
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/28/2020,99
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/25/2020,74
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/24/2020,127
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/23/2020,120
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/22/2020,112
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/21/2020,85
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/18/2020,75
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/17/2020,111
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/16/2020,106
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/15/2020,115
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/14/2020,108
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/11/2020,79
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/10/2020,90
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/9/2020,100
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/8/2020,71
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/7/2020,16
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/4/2020,44
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/3/2020,67
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/2/2020,64
US - Rock Center,30 Rockefeller Plaza,6026,2020,9/1/2020,85
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/31/2020,60
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/28/2020,59
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/27/2020,67
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/26/2020,76
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/25/2020,90
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/24/2020,86
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/21/2020,61
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/20/2020,88
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/19/2020,97
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/18/2020,96
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/17/2020,95
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/14/2020,62
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/13/2020,75
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/12/2020,73
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/11/2020,74
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/10/2020,59
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/7/2020,46
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/6/2020,65
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/5/2020,92
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/4/2020,58
US - Rock Center,30 Rockefeller Plaza,6026,2020,8/3/2020,60
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/31/2020,68
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/30/2020,79
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/29/2020,80
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/28/2020,73
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/27/2020,58
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/24/2020,45
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/23/2020,71
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/22/2020,74
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/21/2020,67
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/20/2020,63
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/17/2020,45
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/16/2020,59
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/15/2020,70
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/14/2020,63
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/13/2020,72
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/10/2020,40
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/9/2020,48
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/8/2020,64
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/7/2020,51
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/6/2020,57
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/3/2020,14
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/2/2020,44
US - Rock Center,30 Rockefeller Plaza,6026,2020,7/1/2020,59
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/30/2020,50
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/29/2020,58
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/26/2020,38
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/25/2020,34
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/24/2020,33
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/23/2020,40
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/22/2020,28
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/19/2020,37
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/18/2020,29
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/17/2020,11
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/16/2020,0
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/15/2020,0
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/12/2020,11
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/11/2020,30
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/10/2020,30
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/9/2020,24
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/8/2020,26
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/5/2020,20
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/4/2020,27
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/3/2020,22
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/2/2020,20
US - Rock Center,30 Rockefeller Plaza,6026,2020,6/1/2020,25
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/29/2020,18
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/28/2020,31
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/27/2020,22
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/26/2020,22
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/25/2020,10
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/22/2020,22
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/21/2020,27
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/20/2020,25
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/19/2020,19
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/18/2020,21
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/15/2020,0
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/14/2020,14
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/13/2020,19
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/12/2020,14
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/11/2020,17
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/8/2020,22
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/7/2020,19
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/6/2020,19
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/5/2020,14
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/4/2020,18
US - Rock Center,30 Rockefeller Plaza,6026,2020,5/1/2020,12
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/30/2020,13
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/29/2020,11
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/28/2020,12
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/27/2020,13
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/24/2020,12
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/23/2020,12
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/22/2020,15
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/21/2020,18
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/20/2020,16
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/17/2020,12
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/16/2020,14
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/15/2020,15
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/14/2020,11
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/13/2020,13
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/10/2020,13
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/9/2020,14
US - Rock Center,30 Rockefeller Plaza,6026,2020,4/8/2020,13
